"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"VHDN96E7","journalArticle","2025","Faseeha, Ummay; Syed, Hassan J.; Samad, Fahad; Zehra, Sehar; Ahmed, Hamza","Observability in Microservices: An In-Depth Exploration of Frameworks, Challenges, and Deployment Paradigms","IEEE Access","","","","https://ieeexplore.ieee.org/abstract/document/10967524/","","2025","2025-10-27 09:36:46","2025-10-27 09:36:46","2025-10-27 09:06:19","","","","","","","Observability in Microservices","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NPY9MMJ6","journalArticle","2025","Hasan, Md Mahmodul; Sultana, Tangina; Hossain, Md Delowar; Mandal, Ashis Kumar; Ngo, Thien-Thu; Lee, Ga-Won; Huh, Eui-Nam","The journey to cloud as a continuum: Opportunities, challenges, and research directions","ICT Express","","","","https://www.sciencedirect.com/science/article/pii/S2405959525000608","","2025","2025-10-27 09:36:46","2025-10-27 09:36:46","2025-10-27 09:06:21","","","","","","","The journey to cloud as a continuum","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T6GSY3WZ","journalArticle","2024","Fé, Iure; Nguyen, Tuan Anh; Mauro, Mario Di; Postiglione, Fabio; Ramos, Alex; Soares, André; Choi, Eunmi; Min, Dugki; Lee, Jae Woo; Silva, Francisco Airton","Energy-aware dynamic response and efficient consolidation strategies for disaster survivability of cloud microservices architecture","Computing","","0010-485X, 1436-5057","10.1007/s00607-024-01305-x","https://link.springer.com/10.1007/s00607-024-01305-x","","2024-08","2025-10-27 09:36:46","2025-10-27 09:36:46","2025-10-27 09:06:21","2737-2783","","8","106","","Computing","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E5RBKDJ2","journalArticle","2024","Silva, Francisco Airton; Barbosa, Vandirleya; Lima, Luiz Nelson; Sabino, Arthur; Rego, Paulo; Bittencourt, Luiz F.; Lee, Jae-Woo; Min, Dugki; Nguyen, Tuan Anh","Efficient Strategies for Unmanned Aerial Vehicle Flights: Analyzing Battery Life and Operational Performance in Delivery Services Using Stochastic Models","IEEE Access","","","","https://ieeexplore.ieee.org/abstract/document/10646335/","","2024","2025-10-27 09:36:46","2025-10-27 09:36:46","2025-10-27 09:06:23","","","","","","","Efficient Strategies for Unmanned Aerial Vehicle Flights","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BQH6ATI9","conferencePaper","2024","Silva, Francisco Airton; Barbosa, Vandirleya; Sabino, Arthur; Lima, Luiz Nelson; Fé, Iure; Rego, Paulo; Bittencourt, Luiz F.","Entregas Aéreas por Drones Cooperativos: Uma Avaliaçao de Desempenho Considerando Pontos de Recarga de Bateria","Seminário Integrado de Software e Hardware (SEMISH)","","","","https://sol.sbc.org.br/index.php/semish/article/view/29368","","2024","2025-10-27 09:36:46","2025-10-27 09:36:46","2025-10-27 09:06:27","205-216","","","","","","Entregas Aéreas por Drones Cooperativos","","","","","SBC","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KZ2FPQ6P","thesis","2024","Pijnacker, Bjorn","Estimating Container-level Power Usage in Kubernetes","","","","","https://fse.studenttheses.ub.rug.nl/id/eprint/34420","","2024","2025-10-27 09:36:46","2025-10-27 09:36:46","2025-10-27 09:06:29","","","","","","","","","","","","","","","","PhD Thesis","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A55EM26S","thesis","2024","Legendre Helvik, Patrick","Can cloud save the car","","","","","https://ntnuopen.ntnu.no/ntnu-xmlui/handle/11250/3167426","","2024","2025-10-27 09:36:46","2025-10-27 09:36:46","2025-10-27 09:06:31","","","","","","","","","","","","NTNU","","","","Master's Thesis","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B4PP77HV","journalArticle","2025","CAS℡O BRANCO, Bruno Mendes de Carvalho","EXPLORANDO O POTENCIAL DE LARGE LANGUAGE MODELS PARA A EDUCAÇÃO EM ENGENHARIA DE SOFTWARE","","","","","","","2025","2025-10-27 09:36:46","2025-10-27 09:36:46","","","","","","","","","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7RIPCUEC","journalArticle","2025","Araújo, Israel Cardoso","Avaliação de Desempenho em Redes LoRaWAN: Uma Abordagem com Redes de Petri Estocásticas","","","","","","","2025","2025-10-27 09:36:46","2025-10-27 09:36:46","","","","","","","","Avaliação de Desempenho em Redes LoRaWAN","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AJRNXC9I","journalArticle","2022","Zhong, Zhiheng; Xu, Minxian; Rodriguez, Maria Alejandra; Xu, Chengzhong; Buyya, Rajkumar","Machine Learning-based Orchestration of Containers: A Taxonomy and Future Directions","ACM Computing Surveys","","0360-0300, 1557-7341","10.1145/3510415","https://dl.acm.org/doi/10.1145/3510415","Containerization is a lightweight application virtualization technology, providing high environmental consistency, operating system distribution portability, and resource isolation. Existing mainstream cloud service providers have prevalently adopted container technologies in their distributed system infrastructures for automated application management. To handle the automation of deployment, maintenance, autoscaling, and networking of containerized applications, container orchestration is proposed as an essential research problem. However, the highly dynamic and diverse feature of cloud workloads and environments considerably raises the complexity of orchestration mechanisms. Machine learning algorithms are accordingly employed by container orchestration systems for behavior modeling and prediction of multi-dimensional performance metrics. Such insights could further improve the quality of resource provisioning decisions in response to the changing workloads under complex environments. In this article, we present a comprehensive literature review of existing machine learning-based container orchestration approaches. Detailed taxonomies are proposed to classify the current researches by their common features. Moreover, the evolution of machine learning-based container orchestration technologies from the year 2016 to 2021 has been designed based on objectives and metrics. A comparative analysis of the reviewed techniques is conducted according to the proposed taxonomies, with emphasis on their key characteristics. Finally, various open research challenges and potential future directions are highlighted.","2022-01-31","2025-10-27 09:36:46","2025-10-27 09:36:46","2025-10-27 09:07:40","1-35","","10s","54","","ACM Comput. Surv.","Machine Learning-based Orchestration of Containers","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
