"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"QS7SP9C3","conferencePaper","2024","Galantino, Stefano; Pinto, Andrea; Esposito, Flavio; Manzalini, Antonio; Risso, Fulvio","Balancing Energy Efficiency and Infrastructure Knowledge in Cloud-to-Edge Task Distribution Systems","Proceedings of the 1st International Workshop on MetaOS for the Cloud-Edge-IoT Continuum","979-8-4007-0543-4","","10.1145/3642975.3678965","https://doi.org/10.1145/3642975.3678965","In the rapidly evolving landscape of distributed computing, maintaining energy efficiency in edge and data center infrastructures has become critical. While the problem has been faced with centralized approaches assuming knowledge of the available underlying infrastructure resources, this paper introduces a distributed task allocation framework emphasizing energy awareness without requiring infrastructure knowledge. The framework is designed to optimize energy consumption in heterogeneous computing environments, leveraging a distributed consensus algorithm that allows nodes to maximize individual or global goals. Each private custom utility function enables a node to carefully determine whether executing a task is efficient, thus ensuring flexibility in the task allocation process based on local preferences. While showcasing the energy efficiency of our framework, we also illustrate that it is not necessary to disclose the underlying infrastructure resources status, ensuring the preservation of potentially sensitive local resources information. Experimental results demonstrate the framework's ability to achieve optimal power consumption outcomes while maintaining privacy, offering a significant advancement over traditional centralized allocation policies and Kubernetes-like scheduling algorithms.","2024","2025-03-14 16:04:47","2025-03-14 16:04:47","","28–34","","","","","","","MECC '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Athens, Greece","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JXZ6TPP7","conferencePaper","2023","Simões, Bruno; Del Puy Carretero, María; Martinez Santiago, Jorge; Muñoz Segovia, Sebastian; Alcain, Nieves","TwinArk: A Unified Framework for Digital Twins based on Micro-frontends, Micro-Services, and Web 3D","Proceedings of the 28th International ACM Conference on 3D Web Technology","979-8-4007-0324-9","","10.1145/3611314.3615915","https://doi.org/10.1145/3611314.3615915","The introduction of the Digital Twin (DT) has sparked a great deal of interest in the virtual replication of physical assets and processes. However, to fully realize the potential of DT, companies require robust and scalable front-end solutions. This study proposes harnessing micro-frontend technologies to surmount the limitations of monolithic front-end frameworks, thereby crafting effective presentation layers tailored for industrial companies. By decomposing complex and distributed systems into modular web-based DT, the proposed framework enables better scalability, synergy, and efficient application development. It also tackles the intricacies introduced by complex multi-vendor elements within DT and the orchestration of services and virtual environments. Research is focused on developing an architecture that facilitates seamless connectivity between multiple blocks of DT as well as interactivity and immersive experiences. Our study offers insights into our journey of implementing this framework for various industrial use cases, such as training, monitoring, and control, highlighting the benefits, drawbacks, and challenges. Ultimately, this research aims to accelerate the creation of DT, improve maintainability, and increase efficiency and productivity in industrial environments.","2023","2025-03-14 16:04:47","2025-03-14 16:04:47","","","","","","","","","Web3D '23","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: San Sebastian, Spain","","","","digital twins; GUI; Web3D","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QCJBRQ4D","conferencePaper","2022","Tang, Wenda; Ke, Yutao; Fu, Senbo; Jiang, Hongliang; Wu, Junjie; Peng, Qian; Gao, Feng","Demeter: QoS-aware CPU scheduling to reduce power consumption of multiple black-box workloads","Proceedings of the 13th Symposium on Cloud Computing","978-1-4503-9414-7","","10.1145/3542929.3563476","https://doi.org/10.1145/3542929.3563476","Energy consumption in cloud data centers has become an increasingly important contributor to greenhouse gas emissions and operation costs. To reduce energy-related costs and improve environmental sustainability, most modern data centers consolidate Virtual Machine (VM) workloads belonging to different application classes, some being latency-critical (LC) and others being more tolerant to performance changes, known as best-effort (BE). However, in public cloud scenarios, the real classes of applications are often opaque to data center operators. The heterogeneous applications from different cloud tenants are usually consolidated onto the same hosts to improve energy efficiency, but it is not trivial to guarantee decent performance isolation among colocated workloads. We tackle the above challenges by introducing Demeter, a QoS-aware power management controller for heterogeneous black-box workloads in public clouds. Demeter is designed to work without offline profiling or prior knowledge about black-box workloads. Through the correlation analysis between network throughput and CPU resource utilization, Demeter automatically classifies black-box workloads as either LC or BE. By provisioning differentiated CPU management strategies (including dynamic core allocation and frequency scaling) to LC and BE workloads, Demeter achieves considerable power savings together with a minimum impact on the performance of all workloads. We discuss the design and implementation of Demeter in this work, and conduct extensive experimental evaluations to reveal its effectiveness. Our results show that Demeter not only meets the performance demand of all workloads, but also responds quickly to dynamic load changes in our cloud environment. In addition, Demeter saves an average of 10.6% power consumption than state of the art mechanisms.","2022","2025-03-14 16:04:47","2025-03-14 16:04:47","","31–46","","","","","","","SoCC '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: San Francisco, California","","","","cloud computing; power management; quality of service; workload characterization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8DUQSZYA","conferencePaper","2024","D'Angelo, Andrea; d'Aloisio, Giordano","Grammar-Based Anomaly Detection of Microservice Systems Execution Traces","Companion of the 15th ACM/SPEC International Conference on Performance Engineering","979-8-4007-0445-1","","10.1145/3629527.3651844","https://doi.org/10.1145/3629527.3651844","Microservice architectures are a widely adopted architectural pattern for large-scale applications. Given the large adoption of these systems, several works have been proposed to detect performance anomalies starting from analysing the execution traces. However, most of the proposed approaches rely on machine learning (ML) algorithms to detect anomalies. While ML methods may be effective in detecting anomalies, the training and deployment of these systems as been shown to be less efficient in terms of time, computational resources, and energy required.In this paper, we propose a novel approach based on Context-free grammar for anomaly detection of microservice systems execution traces. We employ the SAX encoding to transform execution traces into strings. Then, we select strings encoding anomalies, and for each possible anomaly, we build a Context-free grammar using the Sequitur grammar induction algorithm. We test our approach on two real-world datasets and compare it with a Logistic Regression classifier. We show how our approach is more effective in terms of training time of 15 seconds with a minimum loss in effectiveness of 5% compared to the Logistic Regression baseline.","2024","2025-03-14 16:04:47","2025-03-14 16:04:47","","77–81","","","","","","","ICPE '24 Companion","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: London, United Kingdom","","","","anomaly detection; context-free grammar; execution traces; micro service system","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C9DM74GM","conferencePaper","2024","Mehran, Narges; Kimovski, Dragi; Hellwagner, Hermann; Roman, Dumitru; Soylu, Ahmet; Prodan, Radu","Scheduling of Distributed Applications on the Computing Continuum: A Survey","Proceedings of the IEEE/ACM 16th International Conference on Utility and Cloud Computing","979-8-4007-0234-1","","10.1145/3603166.3632540","https://doi.org/10.1145/3603166.3632540","The demand for distributed applications has significantly increased over the past decade, with improvements in machine learning techniques fueling this growth. These applications predominantly utilize Cloud data centers for high-performance computing and Fog and Edge devices for low-latency communication for small-size machine learning model training and inference. The challenge of executing applications with different requirements on heterogeneous devices requires effective methods for solving NP-hard resource allocation and application scheduling problems. The state-of-the-art techniques primarily investigate conflicting objectives, such as the completion time, energy consumption, and economic cost of application execution on the Cloud, Fog, and Edge computing infrastructure. Therefore, in this work, we review these research works considering their objectives, methods, and evaluation tools. Based on the review, we provide a discussion on the scheduling methods in the Computing Continuum.","2024","2025-03-14 16:04:47","2025-03-14 16:04:47","","","","","","","","","UCC '23","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Taormina (Messina), Italy","","","","energy efficiency; cloud; computing continuum; edge; placement; scheduling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8QUYWFU9","conferencePaper","2023","Khairy, Mahmoud; Alawneh, Ahmad; Barnes, Aaron; Rogers, Timothy G.","SIMR: Single Instruction Multiple Request Processing for Energy-Efficient Data Center Microservices","Proceedings of the 55th Annual IEEE/ACM International Symposium on Microarchitecture","978-1-6654-6272-3","","10.1109/MICRO56248.2022.00040","https://doi.org/10.1109/MICRO56248.2022.00040","Contemporary data center servers process thousands of similar, independent requests per minute. In the interest of programmer productivity and ease of scaling, workloads in data centers have shifted from single monolithic processes toward a micro and nanoservice software architecture. As a result, single servers are now packed with many threads executing the same, relatively small task on different data.State-of-the-art data centers run these microservices on multi-core CPUs. However, the flexibility offered by traditional CPUs comes at an energy-efficiency cost. The Multiple Instruction Multiple Data execution model misses opportunities to aggregate the similarity in contemporary microservices. We observe that the Single Instruction Multiple Thread execution model, employed by GPUs, provides better thread scaling and has the potential to reduce frontend and memory system energy consumption. However, contemporary GPUs are ill-suited for the latency-sensitive microservice space.To exploit the similarity in contemporary microservices, while maintaining acceptable latency, we propose the Request Processing Unit (RPU). The RPU combines elements of out-of-order CPUs with lockstep thread aggregation mechanisms found in GPUs to execute microservices in a Single Instruction Multiple Request (SIMR) fashion. To complement the RPU, we also propose a SIMR-aware software stack that uses novel mechanisms to batch requests based on their predicted control-flow, split batches based on predicted latency divergence and map per-request memory allocations to maximize coalescing opportunities. Our resulting RPU system processes 5.7× more requests/joule than multi-core CPUs, while increasing single thread latency by only 1.44×.","2023","2025-03-14 16:04:47","2025-03-14 16:04:47","","441–463","","","","","","","MICRO '22","","","","IEEE Press","Chicago, Illinois, USA","","","","","","","","","","","","data center; GPU; microservices; SIMT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VEM7UXIB","conferencePaper","2023","Thiede, John; Bashir, Noman; Irwin, David; Shenoy, Prashant","Carbon Containers: A System-level Facility for Managing Application-level Carbon Emissions","Proceedings of the 2023 ACM Symposium on Cloud Computing","979-8-4007-0387-4","","10.1145/3620678.3624644","https://doi.org/10.1145/3620678.3624644","To reduce their environmental impact, cloud datacenters' are increasingly focused on optimizing applications' carbon-efficiency, or work done per mass of carbon emitted. To facilitate such optimizations, we present Carbon Containers, a simple system-level facility, which extends prior work on power containers, that automatically regulates applications' carbon emissions in response to variations in both their work-load's intensity and their energy's carbon-intensity. Specifically, Carbon Containers enable applications to specify a maximum carbon emissions rate (in g.CO2e/hr), and then transparently enforce this rate via a combination of vertical scaling, container migration, and suspend/resume while maximizing either energy-efficiency or performance.Carbon Containers are especially useful for applications that i) must continue running even during high-carbon periods, and ii) execute in regions with few variations in carbon-intensity. These low-variability regions also tend to have high average carbon-intensity, which increases the importance of regulating carbon emissions. We implement a Carbon Container prototype by extending Linux Containers to incorporate the mechanisms above and evaluate it using real workload traces and carbon-intensity data from multiple regions. We compare Carbon Containers with prior work that regulates carbon emissions by suspending/resuming applications during high/low carbon periods. We show that Carbon Containers are more carbon-efficient and improve performance while maintaining similar carbon emissions.","2023","2025-03-14 16:04:47","2025-03-14 16:04:47","","17–31","","","","","","","SoCC '23","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Santa Cruz, CA, USA","","","","Carbon-efficiency; energy-efficiency; performance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5RB4GWJ3","conferencePaper","2024","Ghosh, Anyesha; Yadwadkar, Neeraja J.; Erez, Mattan","Fast and Efficient Scaling for Microservices with SurgeGuard","Proceedings of the International Conference for High Performance Computing, Networking, Storage, and Analysis","979-8-3503-5291-7","","10.1109/SC41406.2024.00103","https://doi.org/10.1109/SC41406.2024.00103","The microservice architecture is increasingly popular for flexible, large-scale online applications. However, existing resource management mechanisms incur high latency in detecting Quality of Service (QoS) violations, and hence, fail to allocate resources effectively under commonly-observed varying load conditions. This results in over-allocation coupled with a late response that increase both the total cost of ownership and the magnitude of each QoS violation event. We present SurgeGuard, a decentralized resource controller for microservice applications specifically designed to guard application QoS during surges in load and network latency. SurgeGuard uses the key insight that for rapid detection and effective management of QoS violations, the controller must be aware of any available slack in latency and communication patterns between microservices within a task-graph. Our experiments show that for the workloads in DeathStarBench, SurgeGuard on average reduces the combined violation magnitude and duration by 61.1%% and 93.7%%, respectively, compared to the well-known Parties and Caladan algorithms, and requires 8% fewer resources than Parties.","2024","2025-03-14 16:04:47","2025-03-14 16:04:47","","","","","","","","","SC '24","","","","IEEE Press","Atlanta, GA, USA","","","","","","","","","","","","Cloud computing; microservices; datacenters; quality-of-service; resource management; serverless","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9UMP6G9P","conferencePaper","2020","Hou, Xiaofeng; Li, Chao; Liu, Jiacheng; Zhang, Lu; Hu, Yang; Guo, Minyi","ANT-man: towards agile power management in the microservice era","Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis","978-1-7281-9998-6","","","","The emerging trend of decomposing cloud applications into microservices has raised new questions about managing the performance/power trade-off of a datacenter at microsecond-scale. We introduce ANT-Man, an Auto, Native and Transparent power Management framework that can exploit fine-grained microservice variability for system efficiency. To achieve this, ANT-Man abstracts away two major sources of latency overhead in traditional hierarchical power management frameworks. First, ANT-Man proposes an auto power budgeting scheme for reducing the power coordination latency at the datacenter level. It can proactively determine the power budget tailored to each individual microservice. Second, ANT-Man proposes a native and transparent power control scheme to overcome the power configuration latency for each microservice. It enables super-fast power budget enforcement with nanosecond-scale performance scaling. Extensive experiments on our prototyped system show that ANT-Man could slash power consumption by 7.8 43.5%, and in the meantime reduce the 95th tail latency by 9.7 12.5% compared to existing techniques.","2020","2025-03-14 16:04:47","2025-03-14 16:04:47","","","","","","","","","SC '20","","","","IEEE Press","Atlanta, Georgia","","","","","","","","","","","","power management; microservice; variability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9PRMFIQC","conferencePaper","2019","Nguyen, Chanh; Mehta, Amardeep; Klein, Cristian; Elmroth, Erik","Why cloud applications are not ready for the edge (yet)","Proceedings of the 4th ACM/IEEE Symposium on Edge Computing","978-1-4503-6733-2","","10.1145/3318216.3363298","https://doi.org/10.1145/3318216.3363298","Mobile Edge Clouds (MECs) are distributed platforms in which distant data-centers are complemented with computing and storage capacity located at the edge of the network. Their wide resource distribution enables MECs to fulfill the need of low latency and high bandwidth to offer an improved user experience.As modern cloud applications are increasingly architected as collections of small, independently deployable services, they can be flexibly deployed in various configurations that combines resources from both centralized datacenters and edge locations. In principle, such applications should therefore be well-placed to exploit the advantages of MECs so as to reduce service response times.In this paper, we quantify the benefits of deploying such cloud micro-service applications on MECs. Using two popular benchmarks, we show that, against conventional wisdom, end-to-end latency does not improve significantly even when most application services are deployed in the edge location. We developed a profiler to better understand this phenomenon, allowing us to develop recommendations for adapting applications to MECs. Further, by quantifying the gains of those recommendations, we show that the performance of an application can be made to reach the ideal scenario, in which the latency between an edge datacenter and a remote datacenter has no impact on the application performance.This work thus presents ways of adapting cloud-native applications to take advantage of MECs and provides guidance for developing MEC-native applications. We believe that both these elements are necessary to drive MEC adoption.","2019","2025-03-14 16:04:47","2025-03-14 16:04:47","","250–263","","","","","","","SEC '19","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Arlington, Virginia","","","","edge latency; micro-service; mobile application development; mobile edge clouds; profiling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EW5FZLPE","conferencePaper","2024","Vaidhyanathan, Karthik; Caporuscio, Mauro; Florio, Stefano; Muccini, Henry","ML-enabled Service Discovery for Microservice Architecture: a QoS Approach","Proceedings of the 39th ACM/SIGAPP Symposium on Applied Computing","979-8-4007-0243-3","","10.1145/3605098.3635942","https://doi.org/10.1145/3605098.3635942","Microservice architectures have gained enormous popularity due to their ability to be dynamically added/removed, replicated, and updated according to run-time needs. However, the dynamic nature of microservices introduces uncertainty, which in turn can affect the provided Quality of Service (QoS). This calls for novel service discovery mechanisms able to adapt to the variability of the QoS attributes and further perform effective service discovery and selection. To this end, this paper combines machine learning and self-adaptation techniques to perform service discovery and selection by trading off different QoS attributes. The results of our validation on a state-of-the-art microservices exemplar show that our ML-enabled approach can perform service discovery with 35% higher effectiveness with respect to existing baselines.","2024","2025-03-14 16:04:47","2025-03-14 16:04:47","","1193–1200","","","","","","","SAC '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Avila, Spain","","","","machine learning; self-adaptation; service discovery","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6A4YIM3F","conferencePaper","2016","Carrega, A.; Repetto, M.","Exploiting novel software development paradigms to increase the sustainability of data centers","Proceedings of the 9th International Conference on Utility and Cloud Computing","978-1-4503-4616-0","","10.1145/2996890.3007878","https://doi.org/10.1145/2996890.3007878","The application of effective energy management strategies in data centers is often hindered by the substantial conflict between the interests of cloud users and infrastructure owners. As a matter of fact, cloud users require that the service level they are paying for is tightly met, whereas data center owners try to cut down their operational expenses.In this paper, we propose a novel consolidation algorithm that exploits emerging software development paradigms. Our approach enables cloud users to indicate their willingness to apply energy saving mechanisms to some of their virtual resources, hence giving infrastructure managers the ability to apply more efficient workload consolidation and to switch their hardware to very low-power states. The result is an optimal trade-off between energy consumption and performance.","2016","2025-03-14 16:04:47","2025-03-14 16:04:47","","310–315","","","","","","","UCC '16","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Shanghai, China","","","","energy efficiency; consolidation algorithms; green data centers; software development paradigms","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T9NHKERN","conferencePaper","2024","Chow, Ka-Ho; Deshpande, Umesh; Deenadayalan, Veera; Seshadri, Sangeetha; Liu, Ling","Atlas: Hybrid Cloud Migration Advisor for Interactive Microservices","Proceedings of the Nineteenth European Conference on Computer Systems","979-8-4007-0437-6","","10.1145/3627703.3629587","https://doi.org/10.1145/3627703.3629587","Hybrid cloud provides an attractive solution to microservices for better resource elasticity. A subset of application components can be offloaded from the on-premises cluster to the cloud, where they can readily access additional resources. However, the selection of this subset is challenging because of the large number of possible combinations. A poor choice degrades the application performance, disrupts the critical services, and increases the cost to the extent of making the use of hybrid cloud unviable. This paper presents Atlas, a hybrid cloud migration advisor. Atlas uses a data-driven approach to learn how each user-facing API utilizes different components and their network footprints to drive the migration decision. It learns to accelerate the discovery of high-quality migration plans from millions and offers recommendations with customizable trade-offs among three quality indicators: end-to-end latency of user-facing APIs representing application performance, service availability, and cloud hosting costs. Atlas continuously monitors the application even after the migration for proactive recommendations. Our evaluation shows that Atlas can achieve 21% better API performance (latency) and 11% cheaper cost with less service disruption than widely used solutions.","2024","2025-03-14 16:04:47","2025-03-14 16:04:47","","870–887","","","","","","","EuroSys '24","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Athens, Greece","","","","placement; microservices; machine learning; API; cyberattacks; hybrid cloud","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CUW7HIGR","conferencePaper","2019","Mehran, Narges; Kimovski, Dragi; Prodan, Radu","MAPO: A Multi-Objective Model for IoT Application Placement in a Fog Environment","Proceedings of the 9th International Conference on the Internet of Things","978-1-4503-7207-7","","10.1145/3365871.3365892","https://doi.org/10.1145/3365871.3365892","The emergence of the Fog computing paradigm that leverages innetwork virtualized resources raises important challenges in terms of resource and IoT application management in a heterogeneous environment with limited computing resources. In this work, we propose a novel Pareto-based approach for application placement close to the data sources called Multi-objective IoT Application Placement in fOg (MAPO). MAPO models applications based on a finite state machine using three conflicting optimization objectives, completion time, energy consumption, and economic cost, and considering both the computation and communication aspects. In contrast to existing solutions that optimize a single objective, MAPO enables multi-objective energy and cost-aware application placement. To evaluate the quality of the MAPO placements, we created both simulated and real-world testbeds tailored for a set of medical IoT application case studies. Compared to the state-of-the-art approaches, MAPO reduces the economic cost by 28%, while decreasing the energy requirements by 29-64% on average, and improves the completion time by a factor of six.","2019","2025-03-14 16:04:47","2025-03-14 16:04:47","","","","","","","","","IoT '19","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Bilbao, Spain","","","","energy consumption; Fog computing; IoT application placement; multi-objective optimization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DM4FMWP2","conferencePaper","2023","Li, Bolun; Zhao, Qidong; Jiao, Shuyin; Liu, Xu","DroidPerf: Profiling Memory Objects on Android Devices","Proceedings of the 29th Annual International Conference on Mobile Computing and Networking","978-1-4503-9990-6","","10.1145/3570361.3592503","https://doi.org/10.1145/3570361.3592503","Optimizing performance inefficiencies in memory hierarchies is well-known for native languages, such as C and C++. There are few studies, however, on exploring memory inefficiencies in Android Runtime (ART). Running in ART, managed languages, such as Java and Kotlin, employ various abstractions, such as runtime support, ahead-of-time (AOT) compilation, and garbage collection (GC), which hide important execution details from the plain source code.In this paper, we develop DroidPerf, a lightweight, object-centric memory profiler for ART, which associates memory inefficiencies with objects created and used in Android apps. With such object-level information, DroidPerf is able to guide locality optimization on memory layouts, access patterns, and allocation patterns. Guided by DroidPerf, we optimize a number of popular Android apps and obtain significant performance gains. Many inefficiencies are confirmed by the code authors and optimization patches are under evaluation for upstreaming. As a practical tool, DroidPerf incurs 32% runtime overhead and 14% memory overhead on average. Furthermore, DroidPerf works in the production environment with off-the-shelf hardware, OS, Dalvik virtual machine, ART, and unmodified Android app source code.","2023","2025-03-14 16:04:47","2025-03-14 16:04:47","","","","","","","","","ACM MobiCom '23","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Madrid, Spain","","","","performance; profiling; Android; memory inefficiencies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5IN3Y4ZX","conferencePaper","2017","Hasan, MD Sabbir; Alvares, Frederico; Ledoux, Thomas","GPaaScaler: Green Energy Aware Platform Scaler for Interactive Cloud Application","Proceedings of The10th International Conference on Utility and Cloud Computing","978-1-4503-5149-2","","10.1145/3147213.3147227","https://doi.org/10.1145/3147213.3147227","Recently, smart usage of renewable energy has been a hot topic in the Cloud community. In this vein, we have recently proposed the creation of green energy awareness around Interactive Cloud Applications, but in static amount of underlying resources. This paper adds to previous ones as it considers elastic underlying infrastructure, that is, we propose a PaaS solution which efficiently utilize the elasticity nature at both infrastructure and application levels, by leveraging adaptation in facing to changing condition i.e., workload burst, performance degradation, quality of energy, etc. While applications are adapted by dynamically re-configuring their service level based on performance and/or green energy availability, the infrastructure takes care of addition/removal of resources based on application's resource demand. Both adaptive behaviors are implemented in separated modules and are coordinated in a sequential manner.We validate our approach by extensive experiments and results obtained over Grid'5000 test bed. Results show that, application can reduce significant amount of brown energy consumption by 35% and daily instance hour cost by 37% compared to a baseline approach when green energy aware adaptation is considered.","2017","2025-03-14 16:04:47","2025-03-14 16:04:47","","79–89","","","","","","","UCC '17","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Austin, Texas, USA","","","","energy consumption; autonomic computing; green it; interactive cloud application; paas; sustainable computing.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBH2LBXJ","conferencePaper","2023","Aldinucci, Marco; Baralis, Elena Maria; Cardellini, Valeria; Colonnelli, Iacopo; Danelutto, Marco; Decherchi, Sergio; Di Modica, Giuseppe; Ferrucci, Luca; Gribaudo, Marco; Iannone, Francesco; Lapegna, Marco; Medic, Doriana; Muscianisi, Giuseppa; Righetti, Francesca; Sciacca, Eva; Tonellotto, Nicola; Tortonesi, Mauro; Trunfio, Paolo; Vardanega, Tullio","A Systematic Mapping Study of Italian Research on Workflows","Proceedings of the SC '23 Workshops of the International Conference on High Performance Computing, Network, Storage, and Analysis","979-8-4007-0785-8","","10.1145/3624062.3624285","https://doi.org/10.1145/3624062.3624285","An entire ecosystem of methodologies and tools revolves around scientific workflow management. They cover crucial non-functional requirements that standard workflow models fail to target, such as interactive execution, energy efficiency, performance portability, Big Data management, and intelligent orchestration in the Computing Continuum. Characterizing and monitoring this ecosystem is crucial to developing an informed view of current and future research directions. This work conducts a systematic mapping study of the Italian workflow research community, analyzing 25 tools and 10 applications from several scientific domains in the context of the ""National Research Centre for HPC, Big Data, and Quantum Computing"" (ICSC). The study aims to outline the main current research directions and determine how they address the critical needs of modern scientific applications. The findings highlight a variegated research ecosystem of tools, with a prominent interest in advanced workflow orchestration and still immature but promising efforts toward energy efficiency.","2023","2025-03-14 16:04:47","2025-03-14 16:04:47","","2065–2076","","","","","","","SC-W '23","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","event-place: Denver, CO, USA","","","","Computing Continuum; HPC; Scientific Workflows","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
